order_date,customer_id,city,product_id,product_name,units_in_stock,unit_price,quantity,discount,category_id,category_name,winsorize_unit_price,total_price,Year,yearquarter,discount_effective
1997-01-21,WELLI,Resende,13,Konbu,24,4.8,2,0.1,8,Seafood,5.9,8.64,1997,1997 Q1,0
1997-01-21,WELLI,Resende,70,Outback Lager,15,12.0,8,0.1,1,Beverages,12.0,86.4,1997,1997 Q1,0
1997-01-21,WELLI,Resende,73,Röd Kaviar,101,12.0,20,0.1,8,Seafood,12.0,216.0,1997,1997 Q1,0
1997-01-21,QUEDE,Rio de Janeiro,19,Teatime Chocolate Biscuits,25,7.3,4,0.15,3,Confections,7.3,24.82,1997,1997 Q1,0
1997-01-21,QUEDE,Rio de Janeiro,26,Gumbär Gummibärchen,15,24.9,30,0.0,3,Confections,24.9,747.0,1997,1997 Q1,0
1997-01-21,QUEDE,Rio de Janeiro,53,Perth Pasties,0,26.2,15,0.15,6,Meat/Poultry,26.2,334.05,1997,1997 Q1,1
1997-01-21,QUEDE,Rio de Janeiro,77,Original Frankfurter grüne Soße,32,10.4,10,0.15,2,Condiments,10.4,88.39999999999999,1997,1997 Q1,0
1997-01-22,FRANS,Torino,26,Gumbär Gummibärchen,15,24.9,2,0.0,3,Confections,24.9,49.8,1997,1997 Q1,0
1997-01-23,GOURL,Campinas,31,Gorgonzola Telino,0,10.0,14,0.0,4,Dairy Products,10.0,140.0,1997,1997 Q1,0
1997-01-23,GOURL,Campinas,59,Raclette Courdavault,79,44.0,20,0.0,4,Dairy Products,44.0,880.0,1997,1997 Q1,0
1997-01-23,MEREP,Montréal,35,Steeleye Stout,20,14.4,60,0.2,1,Beverages,14.4,691.2,1997,1997 Q1,1
1997-01-23,MEREP,Montréal,38,Côte de Blaye,17,210.8,49,0.2,1,Beverages,55.0,8263.36,1997,1997 Q1,0
1997-01-23,MEREP,Montréal,68,Scottish Longbreads,6,10.0,30,0.2,3,Confections,10.0,240.0,1997,1997 Q1,0
1997-01-24,LAMAI,Toulouse,55,Pâté chinois,115,19.2,10,0.25,6,Meat/Poultry,19.2,144.0,1997,1997 Q1,0
1997-01-24,LAMAI,Toulouse,76,Lakkalikööri,57,14.4,20,0.25,1,Beverages,14.4,216.0,1997,1997 Q1,1
1997-01-27,GALED,Barcelona,56,Gnocchi di nonna Alice,21,30.4,5,0.0,5,Grains/Cereals,30.4,152.0,1997,1997 Q1,0
1997-01-27,GALED,Barcelona,64,Wimmers gute Semmelknödel,22,26.6,7,0.0,5,Grains/Cereals,26.6,186.20000000000002,1997,1997 Q1,0
1997-01-27,PICCO,Salzburg,14,Tofu,35,18.6,35,0.0,7,Produce,18.6,651.0,1997,1997 Q1,0
1997-01-28,REGGC,Reggio Emilia,46,Spegesild,95,9.6,20,0.0,8,Seafood,9.6,192.0,1997,1997 Q1,0
1997-01-29,HUNGO,Cork,50,Valkoinen suklaa,65,13.0,40,0.0,3,Confections,13.0,520.0,1997,1997 Q1,0
1997-01-29,HUNGO,Cork,63,Vegie-spread,24,35.1,35,0.25,2,Condiments,35.1,921.375,1997,1997 Q1,0
1997-01-30,ERNSH,Graz,17,Alice Mutton,0,31.2,45,0.2,6,Meat/Poultry,31.2,1123.2,1997,1997 Q1,1
1997-01-30,ERNSH,Graz,21,Sir Rodney's Scones,3,8.0,50,0.0,3,Confections,8.0,400.0,1997,1997 Q1,0
1997-01-30,ERNSH,Graz,56,Gnocchi di nonna Alice,21,30.4,30,0.0,5,Grains/Cereals,30.4,912.0,1997,1997 Q1,0
1997-01-30,ERNSH,Graz,59,Raclette Courdavault,79,44.0,70,0.2,4,Dairy Products,44.0,2464.0,1997,1997 Q1,1
1997-01-30,BOTTM,Tsawassen,17,Alice Mutton,0,31.2,50,0.25,6,Meat/Poultry,31.2,1170.0,1997,1997 Q1,1
1997-01-30,BOTTM,Tsawassen,40,Boston Crab Meat,123,14.7,50,0.25,8,Seafood,14.7,551.25,1997,1997 Q1,1
1997-01-30,BOTTM,Tsawassen,47,Zaanse koeken,36,7.6,30,0.25,3,Confections,7.6,171.0,1997,1997 Q1,0
1997-01-31,SPLIR,Lander,26,Gumbär Gummibärchen,15,24.9,10,0.0,3,Confections,24.9,249.0,1997,1997 Q1,0
1997-01-31,SPLIR,Lander,54,Tourtière,21,5.9,40,0.0,6,Meat/Poultry,5.9,236.0,1997,1997 Q1,0
1997-02-03,PRINI,Lisboa,56,Gnocchi di nonna Alice,21,30.4,28,0.0,5,Grains/Cereals,30.4,851.1999999999999,1997,1997 Q1,0
1997-02-03,FOLKO,Bräcke,11,Queso Cabrales,22,16.8,6,0.0,4,Dairy Products,16.8,100.80000000000001,1997,1997 Q1,0
1997-02-03,FOLKO,Bräcke,76,Lakkalikööri,57,14.4,18,0.15,1,Beverages,14.4,220.32,1997,1997 Q1,0
1997-02-04,CONSH,London,2,Chang,17,15.2,10,0.0,1,Beverages,15.2,152.0,1997,1997 Q1,0
1997-02-04,CONSH,London,22,Gustaf's Knäckebröd,104,16.8,12,0.0,5,Grains/Cereals,16.8,201.60000000000002,1997,1997 Q1,0
1997-02-04,CONSH,London,72,Mozzarella di Giovanni,14,27.8,10,0.0,4,Dairy Products,27.8,278.0,1997,1997 Q1,0
1997-02-05,BLONP,Strasbourg,46,Spegesild,95,9.6,5,0.0,8,Seafood,9.6,48.0,1997,1997 Q1,0
1997-02-05,BLONP,Strasbourg,56,Gnocchi di nonna Alice,21,30.4,40,0.1,5,Grains/Cereals,30.4,1094.4,1997,1997 Q1,1
1997-02-05,BLONP,Strasbourg,64,Wimmers gute Semmelknödel,22,26.6,30,0.1,5,Grains/Cereals,26.6,718.2,1997,1997 Q1,1
1997-02-05,BLONP,Strasbourg,75,Rhönbräu Klosterbier,125,6.2,24,0.1,1,Beverages,6.2,133.92000000000002,1997,1997 Q1,0
1997-02-05,WARTH,Oulu,53,Perth Pasties,0,26.2,15,0.0,6,Meat/Poultry,26.2,393.0,1997,1997 Q1,0
1997-02-06,TOMSP,Münster,19,Teatime Chocolate Biscuits,25,7.3,15,0.2,3,Confections,7.3,87.60000000000001,1997,1997 Q1,1
1997-02-06,TOMSP,Münster,34,Sasquatch Ale,111,11.2,20,0.2,1,Beverages,11.2,179.20000000000002,1997,1997 Q1,0
1997-02-06,TOMSP,Münster,57,Ravioli Angelo,36,15.6,15,0.2,5,Grains/Cereals,15.6,187.20000000000002,1997,1997 Q1,0
1997-02-07,MEREP,Montréal,12,Queso Manchego La Pastora,86,30.4,15,0.0,4,Dairy Products,30.4,456.0,1997,1997 Q1,0
1997-02-07,MEREP,Montréal,16,Pavlova,29,13.9,16,0.0,3,Confections,13.9,222.4,1997,1997 Q1,0
1997-02-07,MEREP,Montréal,64,Wimmers gute Semmelknödel,22,26.6,6,0.0,5,Grains/Cereals,26.6,159.60000000000002,1997,1997 Q1,0
1997-02-07,MEREP,Montréal,74,Longlife Tofu,4,8.0,30,0.0,7,Produce,8.0,240.0,1997,1997 Q1,0
1997-02-10,SAVEA,Boise,2,Chang,17,15.2,45,0.15,1,Beverages,15.2,581.4,1997,1997 Q1,1
1997-02-10,SAVEA,Boise,16,Pavlova,29,13.9,49,0.15,3,Confections,13.9,578.9350000000001,1997,1997 Q1,1
1997-02-10,SAVEA,Boise,29,Thüringer Rostbratwurst,0,99.0,24,0.15,6,Meat/Poultry,55.0,2019.6,1997,1997 Q1,1
1997-02-10,SAVEA,Boise,61,Sirop d'érable,113,22.8,90,0.15,2,Condiments,22.8,1744.2,1997,1997 Q1,1
1997-02-10,OLDWO,Anchorage,27,Schoggi Schokolade,49,35.1,50,0.0,3,Confections,35.1,1755.0,1997,1997 Q1,0
1997-02-11,ERNSH,Graz,11,Queso Cabrales,22,16.8,30,0.0,4,Dairy Products,16.8,504.0,1997,1997 Q1,0
1997-02-11,ERNSH,Graz,54,Tourtière,21,5.9,80,0.0,6,Meat/Poultry,5.9,472.0,1997,1997 Q1,0
1997-02-11,ERNSH,Graz,66,Louisiana Hot Spiced Okra,4,13.6,60,0.0,2,Condiments,13.6,816.0,1997,1997 Q1,0
1997-02-12,REGGC,Reggio Emilia,11,Queso Cabrales,22,16.8,6,0.2,4,Dairy Products,16.8,80.64000000000001,1997,1997 Q1,0
1997-02-12,REGGC,Reggio Emilia,28,Rössle Sauerkraut,26,36.4,12,0.0,7,Produce,36.4,436.79999999999995,1997,1997 Q1,0
1997-02-12,BERGS,Luleå,17,Alice Mutton,0,31.2,10,0.0,6,Meat/Poultry,31.2,312.0,1997,1997 Q1,0
1997-02-12,BERGS,Luleå,26,Gumbär Gummibärchen,15,24.9,15,0.0,3,Confections,24.9,373.5,1997,1997 Q1,0
1997-02-12,BERGS,Luleå,35,Steeleye Stout,20,14.4,8,0.0,1,Beverages,14.4,115.2,1997,1997 Q1,0
1997-02-12,BERGS,Luleå,41,Jack's New England Clam Chowder,85,7.7,30,0.0,8,Seafood,7.7,231.0,1997,1997 Q1,0
1997-02-13,BERGS,Luleå,39,Chartreuse verte,69,14.4,6,0.0,1,Beverages,14.4,86.4,1997,1997 Q1,0
1997-02-13,BERGS,Luleå,54,Tourtière,21,5.9,15,0.0,6,Meat/Poultry,5.9,88.5,1997,1997 Q1,0
1997-02-14,TOMSP,Münster,19,Teatime Chocolate Biscuits,25,7.3,12,0.1,3,Confections,7.3,78.84,1997,1997 Q1,0
1997-02-14,TOMSP,Münster,24,Guaraná Fantástica,20,3.6,20,0.1,1,Beverages,5.9,64.8,1997,1997 Q1,0
1997-02-14,TOMSP,Münster,31,Gorgonzola Telino,0,10.0,3,0.1,4,Dairy Products,10.0,27.0,1997,1997 Q1,0
1997-02-14,TOMSP,Münster,52,Filo Mix,38,5.6,15,0.1,5,Grains/Cereals,5.9,75.60000000000001,1997,1997 Q1,0
1997-02-14,RICAR,Rio de Janeiro,19,Teatime Chocolate Biscuits,25,7.3,40,0.0,3,Confections,7.3,292.0,1997,1997 Q1,0
1997-02-14,RICAR,Rio de Janeiro,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,35,0.0,2,Condiments,16.8,588.0,1997,1997 Q1,0
1997-02-14,RICAR,Rio de Janeiro,71,Flotemysost,26,17.2,2,0.0,4,Dairy Products,17.2,34.4,1997,1997 Q1,0
1997-02-17,RANCH,Buenos Aires,26,Gumbär Gummibärchen,15,24.9,6,0.0,3,Confections,24.9,149.39999999999998,1997,1997 Q1,0
1997-02-17,RANCH,Buenos Aires,40,Boston Crab Meat,123,14.7,20,0.0,8,Seafood,14.7,294.0,1997,1997 Q1,0
1997-02-18,BLONP,Strasbourg,10,Ikura,31,24.8,14,0.0,8,Seafood,24.8,347.2,1997,1997 Q1,0
1997-02-18,BLONP,Strasbourg,52,Filo Mix,38,5.6,20,0.0,5,Grains/Cereals,5.9,112.0,1997,1997 Q1,0
1997-02-18,BLONP,Strasbourg,62,Tarte au sucre,17,39.4,35,0.0,3,Confections,39.4,1379.0,1997,1997 Q1,0
1997-02-19,VICTE,Lyon,10,Ikura,31,24.8,20,0.2,8,Seafood,24.8,396.8,1997,1997 Q1,1
1997-02-19,VICTE,Lyon,54,Tourtière,21,5.9,6,0.2,6,Meat/Poultry,5.9,28.320000000000007,1997,1997 Q1,0
1997-02-19,QUICK,Cunewalde,55,Pâté chinois,115,19.2,120,0.1,6,Meat/Poultry,19.2,2073.6,1997,1997 Q1,1
1997-02-19,QUICK,Cunewalde,64,Wimmers gute Semmelknödel,22,26.6,35,0.1,5,Grains/Cereals,26.6,837.9,1997,1997 Q1,1
1997-02-19,QUICK,Cunewalde,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,28,0.1,2,Condiments,16.8,423.36,1997,1997 Q1,0
1997-02-19,QUICK,Cunewalde,77,Original Frankfurter grüne Soße,32,10.4,55,0.1,2,Condiments,10.4,514.8000000000001,1997,1997 Q1,1
1997-02-20,SAVEA,Boise,28,Rössle Sauerkraut,26,36.4,15,0.0,7,Produce,36.4,546.0,1997,1997 Q1,0
1997-02-20,SAVEA,Boise,44,Gula Malacca,27,15.5,100,0.05,2,Condiments,15.5,1472.5,1997,1997 Q1,1
1997-02-21,AROUT,London,48,Chocolade,15,10.2,15,0.1,3,Confections,10.2,137.70000000000002,1997,1997 Q1,0
1997-02-21,AROUT,London,70,Outback Lager,15,12.0,25,0.1,1,Beverages,12.0,270.0,1997,1997 Q1,1
1997-02-21,LAMAI,Toulouse,16,Pavlova,29,13.9,20,0.2,3,Confections,13.9,222.4,1997,1997 Q1,0
1997-02-21,LAMAI,Toulouse,33,Geitost,112,2.0,20,0.2,4,Dairy Products,5.9,32.0,1997,1997 Q1,0
1997-02-21,LAMAI,Toulouse,46,Spegesild,95,9.6,10,0.2,8,Seafood,9.6,76.80000000000001,1997,1997 Q1,1
1997-02-24,WARTH,Oulu,39,Chartreuse verte,69,14.4,20,0.0,1,Beverages,14.4,288.0,1997,1997 Q1,0
1997-02-24,WARTH,Oulu,53,Perth Pasties,0,26.2,50,0.0,6,Meat/Poultry,26.2,1310.0,1997,1997 Q1,0
1997-02-24,WARTH,Oulu,61,Sirop d'érable,113,22.8,25,0.0,2,Condiments,22.8,570.0,1997,1997 Q1,0
1997-02-24,WARTH,Oulu,71,Flotemysost,26,17.2,30,0.0,4,Dairy Products,17.2,516.0,1997,1997 Q1,0
1997-02-25,KOENE,Brandenburg,21,Sir Rodney's Scones,3,8.0,40,0.15,3,Confections,8.0,272.0,1997,1997 Q1,0
1997-02-25,KOENE,Brandenburg,49,Maxilaku,10,16.0,21,0.15,3,Confections,16.0,285.59999999999997,1997,1997 Q1,0
1997-02-25,KOENE,Brandenburg,59,Raclette Courdavault,79,44.0,36,0.0,4,Dairy Products,44.0,1584.0,1997,1997 Q1,0
1997-02-26,SUPRD,Charleroi,26,Gumbär Gummibärchen,15,24.9,30,0.0,3,Confections,24.9,747.0,1997,1997 Q1,0
1997-02-26,SUPRD,Charleroi,28,Rössle Sauerkraut,26,36.4,30,0.0,7,Produce,36.4,1092.0,1997,1997 Q1,0
1997-02-26,SUPRD,Charleroi,43,Ipoh Coffee,17,36.8,20,0.0,1,Beverages,36.8,736.0,1997,1997 Q1,0
1997-02-26,SUPRD,Charleroi,56,Gnocchi di nonna Alice,21,30.4,15,0.0,5,Grains/Cereals,30.4,456.0,1997,1997 Q1,0
1997-02-26,SUPRD,Charleroi,71,Flotemysost,26,17.2,50,0.0,4,Dairy Products,17.2,860.0,1997,1997 Q1,0
1997-02-27,VICTE,Lyon,7,Uncle Bob's Organic Dried Pears,15,24.0,16,0.05,7,Produce,24.0,364.79999999999995,1997,1997 Q1,0
1997-02-27,VICTE,Lyon,46,Spegesild,95,9.6,20,0.05,8,Seafood,9.6,182.39999999999998,1997,1997 Q1,1
1997-02-27,VICTE,Lyon,72,Mozzarella di Giovanni,14,27.8,40,0.0,4,Dairy Products,27.8,1112.0,1997,1997 Q1,0
1997-02-28,FOLKO,Bräcke,68,Scottish Longbreads,6,10.0,21,0.25,3,Confections,10.0,157.5,1997,1997 Q1,0
1997-02-28,FOLKO,Bräcke,75,Rhönbräu Klosterbier,125,6.2,4,0.25,1,Beverages,6.2,18.6,1997,1997 Q1,0
1997-02-28,LILAS,Barquisimeto,21,Sir Rodney's Scones,3,8.0,40,0.25,3,Confections,8.0,240.0,1997,1997 Q1,0
1997-02-28,LILAS,Barquisimeto,30,Nord-Ost Matjeshering,10,20.7,28,0.25,8,Seafood,20.7,434.70000000000005,1997,1997 Q1,1
1997-02-28,LILAS,Barquisimeto,55,Pâté chinois,115,19.2,60,0.25,6,Meat/Poultry,19.2,864.0,1997,1997 Q1,0
1997-03-03,CONSH,London,13,Konbu,24,4.8,1,0.0,8,Seafood,5.9,4.8,1997,1997 Q1,0
1997-03-03,CONSH,London,23,Tunnbröd,61,7.2,21,0.0,5,Grains/Cereals,7.2,151.20000000000002,1997,1997 Q1,0
1997-03-04,SUPRD,Charleroi,19,Teatime Chocolate Biscuits,25,7.3,21,0.0,3,Confections,7.3,153.29999999999998,1997,1997 Q1,0
1997-03-04,SUPRD,Charleroi,42,Singaporean Hokkien Fried Mee,26,11.2,50,0.0,5,Grains/Cereals,11.2,560.0,1997,1997 Q1,0
1997-03-04,FURIB,Lisboa,4,Chef Anton's Cajun Seasoning,53,17.6,16,0.2,2,Condiments,17.6,225.28000000000003,1997,1997 Q1,0
1997-03-04,FURIB,Lisboa,43,Ipoh Coffee,17,36.8,3,0.0,1,Beverages,36.8,110.39999999999999,1997,1997 Q1,0
1997-03-04,FURIB,Lisboa,56,Gnocchi di nonna Alice,21,30.4,30,0.2,5,Grains/Cereals,30.4,729.6,1997,1997 Q1,1
1997-03-04,FURIB,Lisboa,60,Camembert Pierrot,19,27.2,20,0.0,4,Dairy Products,27.2,544.0,1997,1997 Q1,0
1997-03-05,VAFFE,Århus,24,Guaraná Fantástica,20,3.6,25,0.0,1,Beverages,5.9,90.0,1997,1997 Q1,0
1997-03-05,VAFFE,Århus,29,Thüringer Rostbratwurst,0,99.0,18,0.1,6,Meat/Poultry,55.0,1603.8,1997,1997 Q1,0
1997-03-05,VAFFE,Århus,40,Boston Crab Meat,123,14.7,20,0.0,8,Seafood,14.7,294.0,1997,1997 Q1,0
1997-03-05,VAFFE,Århus,45,Rogede sild,5,7.6,30,0.1,8,Seafood,7.6,205.20000000000002,1997,1997 Q1,0
1997-03-05,VAFFE,Århus,50,Valkoinen suklaa,65,13.0,25,0.0,3,Confections,13.0,325.0,1997,1997 Q1,0
1997-03-06,COMMI,Sao Paulo,11,Queso Cabrales,22,16.8,10,0.0,4,Dairy Products,16.8,168.0,1997,1997 Q1,0
1997-03-06,COMMI,Sao Paulo,46,Spegesild,95,9.6,5,0.0,8,Seafood,9.6,48.0,1997,1997 Q1,0
1997-03-06,MAGAA,Bergamo,24,Guaraná Fantástica,20,3.6,28,0.0,1,Beverages,5.9,100.8,1997,1997 Q1,0
1997-03-06,MAGAA,Bergamo,25,NuNuCa Nuß-Nougat-Creme,76,11.2,12,0.0,3,Confections,11.2,134.39999999999998,1997,1997 Q1,0
1997-03-07,KOENE,Brandenburg,30,Nord-Ost Matjeshering,10,20.7,8,0.0,8,Seafood,20.7,165.6,1997,1997 Q1,0
1997-03-07,KOENE,Brandenburg,43,Ipoh Coffee,17,36.8,15,0.0,1,Beverages,36.8,552.0,1997,1997 Q1,0
1997-03-10,WHITC,Seattle,2,Chang,17,15.2,40,0.15,1,Beverages,15.2,516.8,1997,1997 Q1,0
1997-03-10,WHITC,Seattle,16,Pavlova,29,13.9,35,0.15,3,Confections,13.9,413.525,1997,1997 Q1,1
1997-03-10,WHITC,Seattle,44,Gula Malacca,27,15.5,2,0.15,2,Condiments,15.5,26.349999999999998,1997,1997 Q1,0
1997-03-11,BONAP,Marseille,18,Carnarvon Tigers,42,50.0,30,0.0,8,Seafood,50.0,1500.0,1997,1997 Q1,0
1997-03-11,BONAP,Marseille,23,Tunnbröd,61,7.2,15,0.0,5,Grains/Cereals,7.2,108.0,1997,1997 Q1,0
1997-03-11,BONAP,Marseille,64,Wimmers gute Semmelknödel,22,26.6,8,0.0,5,Grains/Cereals,26.6,212.8,1997,1997 Q1,0
1997-03-11,BSBEV,London,7,Uncle Bob's Organic Dried Pears,15,24.0,30,0.0,7,Produce,24.0,720.0,1997,1997 Q1,0
1997-03-11,BSBEV,London,56,Gnocchi di nonna Alice,21,30.4,20,0.0,5,Grains/Cereals,30.4,608.0,1997,1997 Q1,0
1997-03-12,SEVES,London,24,Guaraná Fantástica,20,3.6,80,0.05,1,Beverages,5.9,273.59999999999997,1997,1997 Q1,1
1997-03-12,SEVES,London,51,Manjimup Dried Apples,20,42.4,18,0.0,7,Produce,42.4,763.1999999999999,1997,1997 Q1,0
1997-03-13,ISLAT,Cowes,33,Geitost,112,2.0,12,0.0,4,Dairy Products,5.9,24.0,1997,1997 Q1,0
1997-03-13,ISLAT,Cowes,71,Flotemysost,26,17.2,12,0.0,4,Dairy Products,17.2,206.39999999999998,1997,1997 Q1,0
1997-03-13,PERIC,México D.F.,14,Tofu,35,18.6,12,0.0,7,Produce,18.6,223.20000000000002,1997,1997 Q1,0
1997-03-13,PERIC,México D.F.,28,Rössle Sauerkraut,26,36.4,18,0.0,7,Produce,36.4,655.1999999999999,1997,1997 Q1,0
1997-03-13,PERIC,México D.F.,40,Boston Crab Meat,123,14.7,21,0.0,8,Seafood,14.7,308.7,1997,1997 Q1,0
1997-03-13,PERIC,México D.F.,75,Rhönbräu Klosterbier,125,6.2,10,0.0,1,Beverages,6.2,62.0,1997,1997 Q1,0
1997-03-14,SUPRD,Charleroi,31,Gorgonzola Telino,0,10.0,35,0.15,4,Dairy Products,10.0,297.5,1997,1997 Q1,1
1997-03-14,SUPRD,Charleroi,66,Louisiana Hot Spiced Okra,4,13.6,60,0.15,2,Condiments,13.6,693.6,1997,1997 Q1,0
1997-03-14,SUPRD,Charleroi,76,Lakkalikööri,57,14.4,42,0.15,1,Beverages,14.4,514.08,1997,1997 Q1,1
1997-03-17,HILAA,San Cristóbal,55,Pâté chinois,115,19.2,2,0.05,6,Meat/Poultry,19.2,36.48,1997,1997 Q1,0
1997-03-17,HILAA,San Cristóbal,70,Outback Lager,15,12.0,12,0.0,1,Beverages,12.0,144.0,1997,1997 Q1,0
1997-03-17,PRINI,Lisboa,1,Chai,39,14.4,15,0.0,1,Beverages,14.4,216.0,1997,1997 Q1,0
1997-03-17,PRINI,Lisboa,21,Sir Rodney's Scones,3,8.0,21,0.25,3,Confections,8.0,126.0,1997,1997 Q1,0
1997-03-17,PRINI,Lisboa,39,Chartreuse verte,69,14.4,20,0.25,1,Beverages,14.4,216.0,1997,1997 Q1,0
1997-03-18,VICTE,Lyon,10,Ikura,31,24.8,20,0.05,8,Seafood,24.8,471.2,1997,1997 Q1,0
1997-03-19,RATTC,Albuquerque,38,Côte de Blaye,17,210.8,30,0.0,1,Beverages,55.0,6324.0,1997,1997 Q1,0
1997-03-19,RATTC,Albuquerque,53,Perth Pasties,0,26.2,28,0.0,6,Meat/Poultry,26.2,733.6,1997,1997 Q1,0
1997-03-19,RATTC,Albuquerque,59,Raclette Courdavault,79,44.0,60,0.0,4,Dairy Products,44.0,2640.0,1997,1997 Q1,0
1997-03-19,RATTC,Albuquerque,64,Wimmers gute Semmelknödel,22,26.6,30,0.0,5,Grains/Cereals,26.6,798.0,1997,1997 Q1,0
1997-03-20,FOLIG,Lille,47,Zaanse koeken,36,7.6,30,0.0,3,Confections,7.6,228.0,1997,1997 Q1,0
1997-03-20,FOLIG,Lille,59,Raclette Courdavault,79,44.0,12,0.0,4,Dairy Products,44.0,528.0,1997,1997 Q1,0
1997-03-20,RICAR,Rio de Janeiro,49,Maxilaku,10,16.0,24,0.0,3,Confections,16.0,384.0,1997,1997 Q1,0
1997-03-20,RICAR,Rio de Janeiro,60,Camembert Pierrot,19,27.2,40,0.0,4,Dairy Products,27.2,1088.0,1997,1997 Q1,0
1997-03-21,LAZYK,Walla Walla,40,Boston Crab Meat,123,14.7,10,0.0,8,Seafood,14.7,147.0,1997,1997 Q1,0
1997-03-24,WHITC,Seattle,34,Sasquatch Ale,111,11.2,35,0.05,1,Beverages,11.2,372.4,1997,1997 Q1,1
1997-03-24,WHITC,Seattle,77,Original Frankfurter grüne Soße,32,10.4,30,0.05,2,Condiments,10.4,296.4,1997,1997 Q1,0
1997-03-24,BSBEV,London,21,Sir Rodney's Scones,3,8.0,14,0.0,3,Confections,8.0,112.0,1997,1997 Q1,0
1997-03-24,BSBEV,London,40,Boston Crab Meat,123,14.7,10,0.0,8,Seafood,14.7,147.0,1997,1997 Q1,0
1997-03-24,BSBEV,London,51,Manjimup Dried Apples,20,42.4,3,0.0,7,Produce,42.4,127.19999999999999,1997,1997 Q1,0
1997-03-25,LINOD,I. de Margarita,2,Chang,17,15.2,20,0.1,1,Beverages,15.2,273.6,1997,1997 Q1,0
1997-03-25,LINOD,I. de Margarita,3,Aniseed Syrup,13,8.0,20,0.1,2,Condiments,8.0,144.0,1997,1997 Q1,0
1997-03-25,LINOD,I. de Margarita,55,Pâté chinois,115,19.2,30,0.1,6,Meat/Poultry,19.2,518.4,1997,1997 Q1,1
1997-03-25,LINOD,I. de Margarita,70,Outback Lager,15,12.0,60,0.1,1,Beverages,12.0,648.0,1997,1997 Q1,1
1997-03-26,HILAA,San Cristóbal,11,Queso Cabrales,22,16.8,5,0.0,4,Dairy Products,16.8,84.0,1997,1997 Q1,0
1997-03-26,HILAA,San Cristóbal,51,Manjimup Dried Apples,20,42.4,25,0.0,7,Produce,42.4,1060.0,1997,1997 Q1,0
1997-03-26,HILAA,San Cristóbal,74,Longlife Tofu,4,8.0,16,0.0,7,Produce,8.0,128.0,1997,1997 Q1,0
1997-03-26,QUEEN,Sao Paulo,19,Teatime Chocolate Biscuits,25,7.3,5,0.0,3,Confections,7.3,36.5,1997,1997 Q1,0
1997-03-26,QUEEN,Sao Paulo,26,Gumbär Gummibärchen,15,24.9,30,0.0,3,Confections,24.9,747.0,1997,1997 Q1,0
1997-03-26,QUEEN,Sao Paulo,54,Tourtière,21,5.9,24,0.25,6,Meat/Poultry,5.9,106.20000000000002,1997,1997 Q1,1
1997-03-27,FRANK,München,59,Raclette Courdavault,79,44.0,30,0.0,4,Dairy Products,44.0,1320.0,1997,1997 Q1,0
1997-03-27,FRANK,München,73,Röd Kaviar,101,12.0,20,0.2,8,Seafood,12.0,192.0,1997,1997 Q1,0
1997-03-28,PICCO,Salzburg,11,Queso Cabrales,22,16.8,15,0.25,4,Dairy Products,16.8,189.0,1997,1997 Q1,1
1997-03-28,PICCO,Salzburg,16,Pavlova,29,13.9,18,0.0,3,Confections,13.9,250.20000000000002,1997,1997 Q1,0
1997-03-31,HILAA,San Cristóbal,59,Raclette Courdavault,79,44.0,60,0.0,4,Dairy Products,44.0,2640.0,1997,1997 Q1,0
1997-03-31,HILAA,San Cristóbal,68,Scottish Longbreads,6,10.0,30,0.0,3,Confections,10.0,300.0,1997,1997 Q1,0
1997-03-31,HILAA,San Cristóbal,75,Rhönbräu Klosterbier,125,6.2,36,0.0,1,Beverages,6.2,223.20000000000002,1997,1997 Q1,0
1997-03-31,FURIB,Lisboa,44,Gula Malacca,27,15.5,15,0.15,2,Condiments,15.5,197.625,1997,1997 Q1,1
1997-03-31,FURIB,Lisboa,77,Original Frankfurter grüne Soße,32,10.4,7,0.15,2,Condiments,10.4,61.879999999999995,1997,1997 Q1,0
1997-04-01,BOTTM,Tsawassen,25,NuNuCa Nuß-Nougat-Creme,76,11.2,60,0.05,3,Confections,11.2,638.4,1997,1997 Q2,0
1997-04-01,BOTTM,Tsawassen,42,Singaporean Hokkien Fried Mee,26,11.2,20,0.05,5,Grains/Cereals,11.2,212.79999999999998,1997,1997 Q2,0
1997-04-02,LAMAI,Toulouse,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,15,0.1,2,Condiments,16.8,226.8,1997,1997 Q2,0
1997-04-02,LAMAI,Toulouse,66,Louisiana Hot Spiced Okra,4,13.6,10,0.1,2,Condiments,13.6,122.4,1997,1997 Q2,0
1997-04-02,LAMAI,Toulouse,69,Gudbrandsdalsost,26,28.8,10,0.1,4,Dairy Products,28.8,259.2,1997,1997 Q2,0
1997-04-02,COMMI,Sao Paulo,56,Gnocchi di nonna Alice,21,30.4,30,0.0,5,Grains/Cereals,30.4,912.0,1997,1997 Q2,0
1997-04-03,LAUGB,Vancouver,23,Tunnbröd,61,7.2,10,0.0,5,Grains/Cereals,7.2,72.0,1997,1997 Q2,0
1997-04-03,LAUGB,Vancouver,41,Jack's New England Clam Chowder,85,7.7,20,0.0,8,Seafood,7.7,154.0,1997,1997 Q2,0
