order_date,customer_id,city,product_id,product_name,units_in_stock,unit_price,quantity,discount,category_id,category_name
1996-11-11,ERNSH,Graz,41,Jack's New England Clam Chowder,85,7.7,13,0.0,8,Seafood
1996-11-11,ERNSH,Graz,44,Gula Malacca,27,15.5,77,0.05,2,Condiments
1996-11-11,ERNSH,Graz,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,10,0.05,2,Condiments
1996-11-12,FURIB,Lisboa,24,Guaraná Fantástica,20,3.6,10,0.0,1,Beverages
1996-11-12,FURIB,Lisboa,54,Tourtière,21,5.9,20,0.15,6,Meat/Poultry
1996-11-13,PICCO,Salzburg,11,Queso Cabrales,22,16.8,12,0.2,4,Dairy Products
1996-11-13,PICCO,Salzburg,38,Côte de Blaye,17,210.8,50,0.2,1,Beverages
1996-11-14,PERIC,México D.F.,1,Chai,39,14.4,12,0.0,1,Beverages
1996-11-14,PERIC,México D.F.,29,Thüringer Rostbratwurst,0,99.0,4,0.0,6,Meat/Poultry
1996-11-15,AROUT,London,24,Guaraná Fantástica,20,3.6,25,0.0,1,Beverages
1996-11-15,AROUT,London,57,Ravioli Angelo,36,15.6,25,0.0,5,Grains/Cereals
1996-11-18,WANDK,Stuttgart,31,Gorgonzola Telino,0,10.0,30,0.0,4,Dairy Products
1996-11-18,WANDK,Stuttgart,55,Pâté chinois,115,19.2,12,0.0,6,Meat/Poultry
1996-11-18,WANDK,Stuttgart,69,Gudbrandsdalsost,26,28.8,20,0.0,4,Dairy Products
1996-11-19,LILAS,Barquisimeto,10,Ikura,31,24.8,30,0.2,8,Seafood
1996-11-19,LILAS,Barquisimeto,26,Gumbär Gummibärchen,15,24.9,16,0.0,3,Confections
1996-11-19,LILAS,Barquisimeto,60,Camembert Pierrot,19,27.2,8,0.2,4,Dairy Products
1996-11-20,LAMAI,Toulouse,24,Guaraná Fantástica,20,3.6,10,0.05,1,Beverages
1996-11-20,LAMAI,Toulouse,34,Sasquatch Ale,111,11.2,10,0.05,1,Beverages
1996-11-20,LAMAI,Toulouse,36,Inlagd Sill,112,15.2,20,0.05,8,Seafood
1996-11-21,SEVES,London,16,Pavlova,29,13.9,56,0.05,3,Confections
1996-11-21,SEVES,London,31,Gorgonzola Telino,0,10.0,70,0.05,4,Dairy Products
1996-11-21,SEVES,London,60,Camembert Pierrot,19,27.2,80,0.05,4,Dairy Products
1996-11-22,BLONP,Strasbourg,28,Rössle Sauerkraut,26,36.4,30,0.0,7,Produce
1996-11-22,BLONP,Strasbourg,29,Thüringer Rostbratwurst,0,99.0,35,0.0,6,Meat/Poultry
1996-11-22,BLONP,Strasbourg,38,Côte de Blaye,17,210.8,10,0.0,1,Beverages
1996-11-22,BLONP,Strasbourg,49,Maxilaku,10,16.0,35,0.0,3,Confections
1996-11-22,BLONP,Strasbourg,54,Tourtière,21,5.9,28,0.0,6,Meat/Poultry
1996-11-22,QUICK,Cunewalde,39,Chartreuse verte,69,14.4,54,0.1,1,Beverages
1996-11-22,QUICK,Cunewalde,60,Camembert Pierrot,19,27.2,55,0.1,4,Dairy Products
1996-11-25,BONAP,Marseille,25,NuNuCa Nuß-Nougat-Creme,76,11.2,50,0.0,3,Confections
1996-11-25,BONAP,Marseille,51,Manjimup Dried Apples,20,42.4,20,0.0,7,Produce
1996-11-25,BONAP,Marseille,54,Tourtière,21,5.9,24,0.0,6,Meat/Poultry
1996-11-26,DRACD,Aachen,31,Gorgonzola Telino,0,10.0,20,0.0,4,Dairy Products
1996-11-26,DRACD,Aachen,75,Rhönbräu Klosterbier,125,6.2,12,0.0,1,Beverages
1996-11-26,DRACD,Aachen,76,Lakkalikööri,57,14.4,12,0.0,1,Beverages
1996-11-26,EASTC,London,69,Gudbrandsdalsost,26,28.8,30,0.0,4,Dairy Products
1996-11-26,EASTC,London,71,Flotemysost,26,17.2,5,0.0,4,Dairy Products
1996-11-27,ANTON,México D.F.,11,Queso Cabrales,22,16.8,24,0.0,4,Dairy Products
1996-11-28,GALED,Barcelona,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,5,0.0,2,Condiments
1996-11-28,GALED,Barcelona,77,Original Frankfurter grüne Soße,32,10.4,5,0.0,2,Condiments
1996-11-28,VAFFE,Århus,34,Sasquatch Ale,111,11.2,36,0.0,1,Beverages
1996-11-28,VAFFE,Århus,54,Tourtière,21,5.9,18,0.0,6,Meat/Poultry
1996-11-28,VAFFE,Århus,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,15,0.0,2,Condiments
1996-11-28,VAFFE,Århus,77,Original Frankfurter grüne Soße,32,10.4,7,0.0,2,Condiments
1996-11-29,ERNSH,Graz,21,Sir Rodney's Scones,3,8.0,5,0.1,3,Confections
1996-11-29,ERNSH,Graz,28,Rössle Sauerkraut,26,36.4,13,0.1,7,Produce
1996-11-29,ERNSH,Graz,57,Ravioli Angelo,36,15.6,25,0.0,5,Grains/Cereals
1996-11-29,ERNSH,Graz,64,Wimmers gute Semmelknödel,22,26.6,35,0.1,5,Grains/Cereals
1996-12-02,SPLIR,Lander,29,Thüringer Rostbratwurst,0,99.0,20,0.0,6,Meat/Poultry
1996-12-02,SPLIR,Lander,56,Gnocchi di nonna Alice,21,30.4,18,0.25,5,Grains/Cereals
1996-12-03,CHOPS,Bern,1,Chai,39,14.4,15,0.15,1,Beverages
1996-12-03,CHOPS,Bern,64,Wimmers gute Semmelknödel,22,26.6,30,0.0,5,Grains/Cereals
1996-12-03,CHOPS,Bern,74,Longlife Tofu,4,8.0,20,0.15,7,Produce
1996-12-03,LAMAI,Toulouse,36,Inlagd Sill,112,15.2,6,0.2,8,Seafood
1996-12-04,QUEEN,Sao Paulo,20,Sir Rodney's Marmalade,40,64.8,12,0.25,3,Confections
1996-12-04,QUEEN,Sao Paulo,38,Côte de Blaye,17,210.8,40,0.25,1,Beverages
1996-12-04,QUEEN,Sao Paulo,60,Camembert Pierrot,19,27.2,70,0.25,4,Dairy Products
1996-12-04,QUEEN,Sao Paulo,72,Mozzarella di Giovanni,14,27.8,42,0.25,4,Dairy Products
1996-12-05,HUNGO,Cork,58,Escargots de Bourgogne,62,10.6,80,0.2,8,Seafood
1996-12-05,HUNGO,Cork,71,Flotemysost,26,17.2,50,0.2,4,Dairy Products
1996-12-05,WOLZA,Warszawa,31,Gorgonzola Telino,0,10.0,30,0.0,4,Dairy Products
1996-12-05,WOLZA,Warszawa,58,Escargots de Bourgogne,62,10.6,15,0.0,8,Seafood
1996-12-06,HUNGC,Elgin,14,Tofu,35,18.6,15,0.0,7,Produce
1996-12-06,HUNGC,Elgin,54,Tourtière,21,5.9,10,0.0,6,Meat/Poultry
1996-12-09,MEREP,Montréal,31,Gorgonzola Telino,0,10.0,42,0.05,4,Dairy Products
1996-12-09,SEVES,London,28,Rössle Sauerkraut,26,36.4,20,0.15,7,Produce
1996-12-09,SEVES,London,39,Chartreuse verte,69,14.4,20,0.15,1,Beverages
1996-12-10,FOLKO,Bräcke,71,Flotemysost,26,17.2,6,0.0,4,Dairy Products
1996-12-11,QUEDE,Rio de Janeiro,41,Jack's New England Clam Chowder,85,7.7,8,0.1,8,Seafood
1996-12-11,QUEDE,Rio de Janeiro,63,Vegie-spread,24,35.1,16,0.1,2,Condiments
1996-12-11,QUEDE,Rio de Janeiro,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,20,0.1,2,Condiments
1996-12-12,HUNGO,Cork,30,Nord-Ost Matjeshering,10,20.7,18,0.1,8,Seafood
1996-12-12,HUNGO,Cork,53,Perth Pasties,0,26.2,20,0.1,6,Meat/Poultry
1996-12-12,HUNGO,Cork,60,Camembert Pierrot,19,27.2,6,0.1,4,Dairy Products
1996-12-12,HUNGO,Cork,70,Outback Lager,15,12.0,30,0.0,1,Beverages
1996-12-12,LILAS,Barquisimeto,74,Longlife Tofu,4,8.0,14,0.0,7,Produce
1996-12-13,ERNSH,Graz,5,Chef Anton's Gumbo Mix,0,17.0,32,0.0,2,Condiments
1996-12-13,ERNSH,Graz,18,Carnarvon Tigers,42,50.0,9,0.0,8,Seafood
1996-12-13,ERNSH,Graz,29,Thüringer Rostbratwurst,0,99.0,14,0.0,6,Meat/Poultry
1996-12-13,ERNSH,Graz,33,Geitost,112,2.0,60,0.0,4,Dairy Products
1996-12-13,ERNSH,Graz,74,Longlife Tofu,4,8.0,50,0.0,7,Produce
1996-12-16,AROUT,London,13,Konbu,24,4.8,20,0.0,8,Seafood
1996-12-16,AROUT,London,50,Valkoinen suklaa,65,13.0,15,0.0,3,Confections
1996-12-16,AROUT,London,56,Gnocchi di nonna Alice,21,30.4,20,0.0,5,Grains/Cereals
1996-12-16,BERGS,Luleå,20,Sir Rodney's Marmalade,40,64.8,28,0.0,3,Confections
1996-12-16,BERGS,Luleå,60,Camembert Pierrot,19,27.2,15,0.0,4,Dairy Products
1996-12-17,SPLIR,Lander,7,Uncle Bob's Organic Dried Pears,15,24.0,10,0.2,7,Produce
1996-12-17,SPLIR,Lander,60,Camembert Pierrot,19,27.2,20,0.2,4,Dairy Products
1996-12-17,SPLIR,Lander,68,Scottish Longbreads,6,10.0,8,0.2,3,Confections
1996-12-18,FAMIA,Sao Paulo,24,Guaraná Fantástica,20,3.6,15,0.0,1,Beverages
1996-12-18,FAMIA,Sao Paulo,34,Sasquatch Ale,111,11.2,10,0.0,1,Beverages
1996-12-18,SANTG,Stavern,24,Guaraná Fantástica,20,3.6,15,0.0,1,Beverages
1996-12-18,SANTG,Stavern,28,Rössle Sauerkraut,26,36.4,6,0.0,7,Produce
1996-12-18,SANTG,Stavern,59,Raclette Courdavault,79,44.0,12,0.0,4,Dairy Products
1996-12-18,SANTG,Stavern,71,Flotemysost,26,17.2,15,0.0,4,Dairy Products
1996-12-19,SEVES,London,45,Rogede sild,5,7.6,15,0.2,8,Seafood
1996-12-19,SEVES,London,52,Filo Mix,38,5.6,20,0.2,5,Grains/Cereals
1996-12-19,SEVES,London,53,Perth Pasties,0,26.2,40,0.0,6,Meat/Poultry
1996-12-20,BOTTM,Tsawassen,10,Ikura,31,24.8,16,0.0,8,Seafood
1996-12-20,BOTTM,Tsawassen,55,Pâté chinois,115,19.2,15,0.0,6,Meat/Poultry
1996-12-20,BOTTM,Tsawassen,62,Tarte au sucre,17,39.4,20,0.0,3,Confections
1996-12-20,BOTTM,Tsawassen,70,Outback Lager,15,12.0,30,0.0,1,Beverages
1996-12-23,ERNSH,Graz,31,Gorgonzola Telino,0,10.0,60,0.1,4,Dairy Products
1996-12-23,ERNSH,Graz,35,Steeleye Stout,20,14.4,40,0.1,1,Beverages
1996-12-23,ERNSH,Graz,46,Spegesild,95,9.6,45,0.0,8,Seafood
1996-12-23,ERNSH,Graz,72,Mozzarella di Giovanni,14,27.8,24,0.1,4,Dairy Products
1996-12-23,DRACD,Aachen,13,Konbu,24,4.8,18,0.0,8,Seafood
1996-12-24,PICCO,Salzburg,69,Gudbrandsdalsost,26,28.8,50,0.0,4,Dairy Products
1996-12-25,SAVEA,Boise,2,Chang,17,15.2,25,0.25,1,Beverages
1996-12-25,SAVEA,Boise,14,Tofu,35,18.6,42,0.25,7,Produce
1996-12-25,SAVEA,Boise,25,NuNuCa Nuß-Nougat-Creme,76,11.2,7,0.25,3,Confections
1996-12-25,SAVEA,Boise,26,Gumbär Gummibärchen,15,24.9,70,0.25,3,Confections
1996-12-25,SAVEA,Boise,31,Gorgonzola Telino,0,10.0,32,0.0,4,Dairy Products
1996-12-25,HUNGC,Elgin,13,Konbu,24,4.8,10,0.0,8,Seafood
1996-12-25,HUNGC,Elgin,62,Tarte au sucre,17,39.4,10,0.0,3,Confections
1996-12-26,HILAA,San Cristóbal,46,Spegesild,95,9.6,28,0.1,8,Seafood
1996-12-26,HILAA,San Cristóbal,53,Perth Pasties,0,26.2,70,0.1,6,Meat/Poultry
1996-12-26,HILAA,San Cristóbal,69,Gudbrandsdalsost,26,28.8,8,0.0,4,Dairy Products
1996-12-27,FRANK,München,23,Tunnbröd,61,7.2,40,0.0,5,Grains/Cereals
1996-12-27,FRANK,München,71,Flotemysost,26,17.2,60,0.0,4,Dairy Products
1996-12-27,FRANK,München,72,Mozzarella di Giovanni,14,27.8,21,0.0,4,Dairy Products
1996-12-27,PRINI,Lisboa,21,Sir Rodney's Scones,3,8.0,10,0.15,3,Confections
1996-12-27,PRINI,Lisboa,51,Manjimup Dried Apples,20,42.4,18,0.15,7,Produce
1996-12-30,SAVEA,Boise,35,Steeleye Stout,20,14.4,30,0.0,1,Beverages
1996-12-30,SAVEA,Boise,55,Pâté chinois,115,19.2,120,0.1,6,Meat/Poultry
1996-12-31,VAFFE,Århus,68,Scottish Longbreads,6,10.0,60,0.0,3,Confections
1996-12-31,VAFFE,Århus,71,Flotemysost,26,17.2,30,0.0,4,Dairy Products
1996-12-31,VAFFE,Århus,76,Lakkalikööri,57,14.4,35,0.0,1,Beverages
1996-12-31,VAFFE,Århus,77,Original Frankfurter grüne Soße,32,10.4,14,0.0,2,Condiments
1997-01-01,EASTC,London,29,Thüringer Rostbratwurst,0,99.0,21,0.0,6,Meat/Poultry
1997-01-01,EASTC,London,35,Steeleye Stout,20,14.4,35,0.0,1,Beverages
1997-01-01,EASTC,London,49,Maxilaku,10,16.0,30,0.0,3,Confections
1997-01-01,RATTC,Albuquerque,30,Nord-Ost Matjeshering,10,20.7,18,0.0,8,Seafood
1997-01-01,RATTC,Albuquerque,56,Gnocchi di nonna Alice,21,30.4,70,0.0,5,Grains/Cereals
1997-01-01,RATTC,Albuquerque,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,20,0.0,2,Condiments
1997-01-01,RATTC,Albuquerque,71,Flotemysost,26,17.2,60,0.0,4,Dairy Products
1997-01-02,ERNSH,Graz,23,Tunnbröd,61,7.2,60,0.0,5,Grains/Cereals
1997-01-02,ERNSH,Graz,63,Vegie-spread,24,35.1,65,0.0,2,Condiments
1997-01-03,ERNSH,Graz,16,Pavlova,29,13.9,21,0.15,3,Confections
1997-01-03,ERNSH,Graz,48,Chocolade,15,10.2,70,0.15,3,Confections
1997-01-03,MAGAA,Bergamo,26,Gumbär Gummibärchen,15,24.9,30,0.05,3,Confections
1997-01-03,MAGAA,Bergamo,42,Singaporean Hokkien Fried Mee,26,11.2,40,0.05,5,Grains/Cereals
1997-01-03,MAGAA,Bergamo,49,Maxilaku,10,16.0,30,0.05,3,Confections
1997-01-06,LINOD,I. de Margarita,3,Aniseed Syrup,13,8.0,50,0.0,2,Condiments
1997-01-07,QUEEN,Sao Paulo,1,Chai,39,14.4,10,0.0,1,Beverages
1997-01-07,QUEEN,Sao Paulo,21,Sir Rodney's Scones,3,8.0,30,0.1,3,Confections
1997-01-07,QUEEN,Sao Paulo,28,Rössle Sauerkraut,26,36.4,42,0.1,7,Produce
1997-01-07,QUEEN,Sao Paulo,36,Inlagd Sill,112,15.2,5,0.1,8,Seafood
1997-01-07,QUEEN,Sao Paulo,40,Boston Crab Meat,123,14.7,2,0.1,8,Seafood
1997-01-07,OTTIK,Köln,11,Queso Cabrales,22,16.8,30,0.0,4,Dairy Products
1997-01-07,OTTIK,Köln,69,Gudbrandsdalsost,26,28.8,15,0.0,4,Dairy Products
1997-01-07,OTTIK,Köln,71,Flotemysost,26,17.2,15,0.0,4,Dairy Products
1997-01-08,FOLIG,Lille,37,Gravad lax,11,20.8,10,0.0,8,Seafood
1997-01-08,FOLIG,Lille,54,Tourtière,21,5.9,6,0.0,6,Meat/Poultry
1997-01-08,FOLIG,Lille,62,Tarte au sucre,17,39.4,35,0.0,3,Confections
1997-01-09,OCEAN,Buenos Aires,14,Tofu,35,18.6,12,0.0,7,Produce
1997-01-09,OCEAN,Buenos Aires,21,Sir Rodney's Scones,3,8.0,12,0.0,3,Confections
1997-01-10,BOTTM,Tsawassen,33,Geitost,112,2.0,49,0.0,4,Dairy Products
1997-01-10,BOTTM,Tsawassen,59,Raclette Courdavault,79,44.0,16,0.0,4,Dairy Products
1997-01-10,BOTTM,Tsawassen,41,Jack's New England Clam Chowder,85,7.7,25,0.2,8,Seafood
1997-01-10,BOTTM,Tsawassen,44,Gula Malacca,27,15.5,40,0.2,2,Condiments
1997-01-10,BOTTM,Tsawassen,59,Raclette Courdavault,79,44.0,9,0.2,4,Dairy Products
1997-01-13,WARTH,Oulu,14,Tofu,35,18.6,20,0.1,7,Produce
1997-01-14,LAMAI,Toulouse,1,Chai,39,14.4,24,0.0,1,Beverages
1997-01-14,LAMAI,Toulouse,62,Tarte au sucre,17,39.4,40,0.0,3,Confections
1997-01-14,LAMAI,Toulouse,76,Lakkalikööri,57,14.4,14,0.0,1,Beverages
1997-01-14,FAMIA,Sao Paulo,19,Teatime Chocolate Biscuits,25,7.3,18,0.05,3,Confections
1997-01-14,FAMIA,Sao Paulo,33,Geitost,112,2.0,50,0.0,4,Dairy Products
1997-01-15,HUNGC,Elgin,17,Alice Mutton,0,31.2,2,0.0,6,Meat/Poultry
1997-01-15,HUNGC,Elgin,33,Geitost,112,2.0,20,0.0,4,Dairy Products
1997-01-16,WARTH,Oulu,19,Teatime Chocolate Biscuits,25,7.3,20,0.0,3,Confections
1997-01-16,WARTH,Oulu,53,Perth Pasties,0,26.2,10,0.0,6,Meat/Poultry
1997-01-16,WARTH,Oulu,57,Ravioli Angelo,36,15.6,20,0.0,5,Grains/Cereals
1997-01-16,SIMOB,Kobenhavn,38,Côte de Blaye,17,210.8,50,0.0,1,Beverages
1997-01-16,SIMOB,Kobenhavn,46,Spegesild,95,9.6,2,0.25,8,Seafood
1997-01-16,SIMOB,Kobenhavn,68,Scottish Longbreads,6,10.0,36,0.25,3,Confections
1997-01-16,SIMOB,Kobenhavn,77,Original Frankfurter grüne Soße,32,10.4,35,0.0,2,Condiments
1997-01-17,QUICK,Cunewalde,2,Chang,17,15.2,60,0.0,1,Beverages
1997-01-17,QUICK,Cunewalde,47,Zaanse koeken,36,7.6,55,0.0,3,Confections
1997-01-17,QUICK,Cunewalde,61,Sirop d'érable,113,22.8,16,0.0,2,Condiments
1997-01-17,QUICK,Cunewalde,74,Longlife Tofu,4,8.0,15,0.0,7,Produce
1997-01-20,RICSU,Genève,60,Camembert Pierrot,19,27.2,60,0.05,4,Dairy Products
1997-01-20,RICSU,Genève,69,Gudbrandsdalsost,26,28.8,20,0.05,4,Dairy Products
1997-01-21,WELLI,Resende,9,Mishi Kobe Niku,29,77.6,20,0.1,6,Meat/Poultry
1997-01-21,WELLI,Resende,13,Konbu,24,4.8,2,0.1,8,Seafood
1997-01-21,WELLI,Resende,70,Outback Lager,15,12.0,8,0.1,1,Beverages
1997-01-21,WELLI,Resende,73,Röd Kaviar,101,12.0,20,0.1,8,Seafood
1997-01-21,QUEDE,Rio de Janeiro,19,Teatime Chocolate Biscuits,25,7.3,4,0.15,3,Confections
1997-01-21,QUEDE,Rio de Janeiro,26,Gumbär Gummibärchen,15,24.9,30,0.0,3,Confections
1997-01-21,QUEDE,Rio de Janeiro,53,Perth Pasties,0,26.2,15,0.15,6,Meat/Poultry
1997-01-21,QUEDE,Rio de Janeiro,77,Original Frankfurter grüne Soße,32,10.4,10,0.15,2,Condiments
1997-01-22,FRANS,Torino,26,Gumbär Gummibärchen,15,24.9,2,0.0,3,Confections
1997-01-23,GOURL,Campinas,31,Gorgonzola Telino,0,10.0,14,0.0,4,Dairy Products
1997-01-23,GOURL,Campinas,59,Raclette Courdavault,79,44.0,20,0.0,4,Dairy Products
1997-01-23,MEREP,Montréal,35,Steeleye Stout,20,14.4,60,0.2,1,Beverages
1997-01-23,MEREP,Montréal,38,Côte de Blaye,17,210.8,49,0.2,1,Beverages
1997-01-23,MEREP,Montréal,68,Scottish Longbreads,6,10.0,30,0.2,3,Confections
1997-01-24,LAMAI,Toulouse,55,Pâté chinois,115,19.2,10,0.25,6,Meat/Poultry
1997-01-24,LAMAI,Toulouse,76,Lakkalikööri,57,14.4,20,0.25,1,Beverages
1997-01-27,GALED,Barcelona,56,Gnocchi di nonna Alice,21,30.4,5,0.0,5,Grains/Cereals
1997-01-27,GALED,Barcelona,64,Wimmers gute Semmelknödel,22,26.6,7,0.0,5,Grains/Cereals
1997-01-27,PICCO,Salzburg,14,Tofu,35,18.6,35,0.0,7,Produce
1997-01-28,REGGC,Reggio Emilia,46,Spegesild,95,9.6,20,0.0,8,Seafood
1997-01-29,HUNGO,Cork,50,Valkoinen suklaa,65,13.0,40,0.0,3,Confections
1997-01-29,HUNGO,Cork,63,Vegie-spread,24,35.1,35,0.25,2,Condiments
1997-01-30,ERNSH,Graz,17,Alice Mutton,0,31.2,45,0.2,6,Meat/Poultry
1997-01-30,ERNSH,Graz,21,Sir Rodney's Scones,3,8.0,50,0.0,3,Confections
1997-01-30,ERNSH,Graz,56,Gnocchi di nonna Alice,21,30.4,30,0.0,5,Grains/Cereals
1997-01-30,ERNSH,Graz,59,Raclette Courdavault,79,44.0,70,0.2,4,Dairy Products
1997-01-30,BOTTM,Tsawassen,17,Alice Mutton,0,31.2,50,0.25,6,Meat/Poultry
1997-01-30,BOTTM,Tsawassen,40,Boston Crab Meat,123,14.7,50,0.25,8,Seafood
1997-01-30,BOTTM,Tsawassen,47,Zaanse koeken,36,7.6,30,0.25,3,Confections
1997-01-31,SPLIR,Lander,26,Gumbär Gummibärchen,15,24.9,10,0.0,3,Confections
1997-01-31,SPLIR,Lander,54,Tourtière,21,5.9,40,0.0,6,Meat/Poultry
1997-02-03,PRINI,Lisboa,56,Gnocchi di nonna Alice,21,30.4,28,0.0,5,Grains/Cereals
1997-02-03,FOLKO,Bräcke,11,Queso Cabrales,22,16.8,6,0.0,4,Dairy Products
1997-02-03,FOLKO,Bräcke,76,Lakkalikööri,57,14.4,18,0.15,1,Beverages
1997-02-04,CONSH,London,2,Chang,17,15.2,10,0.0,1,Beverages
1997-02-04,CONSH,London,22,Gustaf's Knäckebröd,104,16.8,12,0.0,5,Grains/Cereals
1997-02-04,CONSH,London,72,Mozzarella di Giovanni,14,27.8,10,0.0,4,Dairy Products
1997-02-05,BLONP,Strasbourg,46,Spegesild,95,9.6,5,0.0,8,Seafood
1997-02-05,BLONP,Strasbourg,56,Gnocchi di nonna Alice,21,30.4,40,0.1,5,Grains/Cereals
1997-02-05,BLONP,Strasbourg,64,Wimmers gute Semmelknödel,22,26.6,30,0.1,5,Grains/Cereals
1997-02-05,BLONP,Strasbourg,75,Rhönbräu Klosterbier,125,6.2,24,0.1,1,Beverages
1997-02-05,WARTH,Oulu,53,Perth Pasties,0,26.2,15,0.0,6,Meat/Poultry
1997-02-06,TOMSP,Münster,19,Teatime Chocolate Biscuits,25,7.3,15,0.2,3,Confections
1997-02-06,TOMSP,Münster,34,Sasquatch Ale,111,11.2,20,0.2,1,Beverages
1997-02-06,TOMSP,Münster,57,Ravioli Angelo,36,15.6,15,0.2,5,Grains/Cereals
1997-02-07,MEREP,Montréal,12,Queso Manchego La Pastora,86,30.4,15,0.0,4,Dairy Products
1997-02-07,MEREP,Montréal,16,Pavlova,29,13.9,16,0.0,3,Confections
1997-02-07,MEREP,Montréal,64,Wimmers gute Semmelknödel,22,26.6,6,0.0,5,Grains/Cereals
1997-02-07,MEREP,Montréal,74,Longlife Tofu,4,8.0,30,0.0,7,Produce
1997-02-10,SAVEA,Boise,2,Chang,17,15.2,45,0.15,1,Beverages
1997-02-10,SAVEA,Boise,16,Pavlova,29,13.9,49,0.15,3,Confections
1997-02-10,SAVEA,Boise,29,Thüringer Rostbratwurst,0,99.0,24,0.15,6,Meat/Poultry
1997-02-10,SAVEA,Boise,61,Sirop d'érable,113,22.8,90,0.15,2,Condiments
1997-02-10,OLDWO,Anchorage,27,Schoggi Schokolade,49,35.1,50,0.0,3,Confections
1997-02-11,ERNSH,Graz,11,Queso Cabrales,22,16.8,30,0.0,4,Dairy Products
1997-02-11,ERNSH,Graz,54,Tourtière,21,5.9,80,0.0,6,Meat/Poultry
1997-02-11,ERNSH,Graz,66,Louisiana Hot Spiced Okra,4,13.6,60,0.0,2,Condiments
1997-02-12,REGGC,Reggio Emilia,11,Queso Cabrales,22,16.8,6,0.2,4,Dairy Products
1997-02-12,REGGC,Reggio Emilia,28,Rössle Sauerkraut,26,36.4,12,0.0,7,Produce
1997-02-12,BERGS,Luleå,17,Alice Mutton,0,31.2,10,0.0,6,Meat/Poultry
1997-02-12,BERGS,Luleå,26,Gumbär Gummibärchen,15,24.9,15,0.0,3,Confections
1997-02-12,BERGS,Luleå,35,Steeleye Stout,20,14.4,8,0.0,1,Beverages
1997-02-12,BERGS,Luleå,41,Jack's New England Clam Chowder,85,7.7,30,0.0,8,Seafood
1997-02-13,BERGS,Luleå,39,Chartreuse verte,69,14.4,6,0.0,1,Beverages
1997-02-13,BERGS,Luleå,54,Tourtière,21,5.9,15,0.0,6,Meat/Poultry
1997-02-14,TOMSP,Münster,19,Teatime Chocolate Biscuits,25,7.3,12,0.1,3,Confections
1997-02-14,TOMSP,Münster,24,Guaraná Fantástica,20,3.6,20,0.1,1,Beverages
1997-02-14,TOMSP,Münster,31,Gorgonzola Telino,0,10.0,3,0.1,4,Dairy Products
1997-02-14,TOMSP,Münster,52,Filo Mix,38,5.6,15,0.1,5,Grains/Cereals
1997-02-14,RICAR,Rio de Janeiro,19,Teatime Chocolate Biscuits,25,7.3,40,0.0,3,Confections
1997-02-14,RICAR,Rio de Janeiro,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,35,0.0,2,Condiments
1997-02-14,RICAR,Rio de Janeiro,71,Flotemysost,26,17.2,2,0.0,4,Dairy Products
1997-02-17,RANCH,Buenos Aires,26,Gumbär Gummibärchen,15,24.9,6,0.0,3,Confections
1997-02-17,RANCH,Buenos Aires,40,Boston Crab Meat,123,14.7,20,0.0,8,Seafood
1997-02-18,BLONP,Strasbourg,10,Ikura,31,24.8,14,0.0,8,Seafood
1997-02-18,BLONP,Strasbourg,52,Filo Mix,38,5.6,20,0.0,5,Grains/Cereals
1997-02-18,BLONP,Strasbourg,62,Tarte au sucre,17,39.4,35,0.0,3,Confections
1997-02-19,VICTE,Lyon,10,Ikura,31,24.8,20,0.2,8,Seafood
1997-02-19,VICTE,Lyon,54,Tourtière,21,5.9,6,0.2,6,Meat/Poultry
1997-02-19,QUICK,Cunewalde,55,Pâté chinois,115,19.2,120,0.1,6,Meat/Poultry
1997-02-19,QUICK,Cunewalde,64,Wimmers gute Semmelknödel,22,26.6,35,0.1,5,Grains/Cereals
1997-02-19,QUICK,Cunewalde,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,28,0.1,2,Condiments
1997-02-19,QUICK,Cunewalde,77,Original Frankfurter grüne Soße,32,10.4,55,0.1,2,Condiments
1997-02-20,SAVEA,Boise,28,Rössle Sauerkraut,26,36.4,15,0.0,7,Produce
1997-02-20,SAVEA,Boise,44,Gula Malacca,27,15.5,100,0.05,2,Condiments
1997-02-21,AROUT,London,48,Chocolade,15,10.2,15,0.1,3,Confections
1997-02-21,AROUT,London,70,Outback Lager,15,12.0,25,0.1,1,Beverages
1997-02-21,LAMAI,Toulouse,16,Pavlova,29,13.9,20,0.2,3,Confections
1997-02-21,LAMAI,Toulouse,33,Geitost,112,2.0,20,0.2,4,Dairy Products
1997-02-21,LAMAI,Toulouse,46,Spegesild,95,9.6,10,0.2,8,Seafood
1997-02-24,WARTH,Oulu,39,Chartreuse verte,69,14.4,20,0.0,1,Beverages
1997-02-24,WARTH,Oulu,53,Perth Pasties,0,26.2,50,0.0,6,Meat/Poultry
1997-02-24,WARTH,Oulu,61,Sirop d'érable,113,22.8,25,0.0,2,Condiments
1997-02-24,WARTH,Oulu,71,Flotemysost,26,17.2,30,0.0,4,Dairy Products
1997-02-25,KOENE,Brandenburg,21,Sir Rodney's Scones,3,8.0,40,0.15,3,Confections
